iter	Logloss
445	0.06882691303
446	0.06877576391
447	0.06873603109
448	0.06868769618
449	0.06861090245
450	0.06850879137
451	0.06843233215
452	0.06836941858
453	0.06834308015
454	0.06831343341
455	0.0682500526
456	0.06819904177
457	0.06815088315
458	0.06809801885
459	0.06806621613
460	0.06799909542
461	0.06793919547
462	0.06788392426
463	0.06782408065
464	0.06778094809
465	0.06772330438
466	0.06767316023
467	0.06761576203
468	0.06755536415
469	0.06751168335
470	0.06745425137
471	0.06741957884
472	0.06732627611
473	0.06728393368
474	0.06723054824
475	0.06718048149
476	0.06705528321
477	0.06699887473
478	0.06695538294
479	0.06689323608
480	0.06683809054
481	0.06678670577
482	0.06670849062
483	0.06665534668
484	0.06660907734
485	0.06656653449
486	0.06652631871
487	0.06644972068
488	0.0663814748
489	0.06631968873
490	0.0662715005
491	0.06622029039
492	0.06616578563
493	0.06613574313
494	0.0660509467
495	0.06601789359
496	0.06594558633
497	0.06588750891
498	0.06586206935
499	0.06581109349
500	0.06576903947
501	0.06573934269
502	0.06566986418
503	0.06563883852
504	0.06556961293
505	0.06553301592
506	0.06549402043
507	0.06543940955
508	0.06537361342
509	0.06533364444
510	0.06528244129
511	0.06524316412
512	0.06519635697
513	0.06515801792
514	0.0651105623
515	0.06506394176
516	0.06495080882
517	0.064919274
518	0.06487422845
519	0.06484705785
520	0.06477602337
521	0.06468826395
522	0.06464681757
523	0.0646090999
524	0.06458868555
525	0.06454024504
526	0.06448808627
527	0.06445335035
528	0.06442022078
529	0.06436472047
530	0.06425484362
531	0.06420938365
532	0.06415180824
533	0.06409866932
534	0.06407293469
535	0.06402873048
536	0.064000676
537	0.06395885
538	0.06393518745
539	0.06390851326
540	0.06381188791
541	0.06374112644
542	0.06369364489
543	0.06366230698
544	0.06360014405
545	0.06357354222
546	0.06353821302
547	0.06347358041
548	0.06342280812
549	0.06336924467
550	0.06329947946
551	0.06325233451
552	0.06322650937
553	0.06319664054
554	0.06315318817
555	0.06312802301
556	0.06306543675
557	0.063004555
558	0.06295935004
559	0.06291177935
560	0.06288484261
561	0.06280226956
562	0.06270644708
563	0.06266487917
564	0.0626397748
565	0.06259883833
566	0.06255344957
567	0.06253062066
568	0.06248605602
569	0.06245379824
570	0.06243026058
571	0.06238024395
572	0.06233971073
573	0.06230077537
574	0.06225796133
575	0.06220452615
576	0.06214155436
577	0.06208269538
578	0.06203583312
579	0.06198508067
580	0.06195726775
581	0.06192719132
582	0.06186377249
583	0.06184690282
584	0.06180192156
585	0.06174658395
586	0.06171783461
587	0.06169591805
588	0.06166172366
589	0.06163523039
590	0.06159046974
591	0.0615458352
592	0.06152315108
593	0.06147601497
594	0.06142606601
595	0.0613667347
596	0.06132623977
597	0.06130485027
598	0.06128129773
599	0.06121114853
600	0.0611662576
601	0.06112344193
602	0.06106581277
603	0.06104012344
604	0.06099913649
605	0.06095610176
606	0.06092825204
607	0.06088528338
608	0.0608648295
609	0.06076851408
610	0.06068525227
611	0.06064502812
612	0.06060523329
613	0.06058516487
614	0.06054620082
615	0.06049529624
616	0.06043519049
617	0.06041758736
618	0.06034895619
619	0.06028716953
620	0.06022596227
621	0.06019955683
622	0.06013271393
623	0.06009597097
624	0.06007103548
625	0.06002840387
626	0.05998341591
627	0.05995184603
628	0.05986858331
629	0.0598280704
630	0.05979928504
631	0.05974431137
632	0.0597066102
633	0.05965078019
634	0.05961064878
635	0.059552998
636	0.05952573236
637	0.05949597658
638	0.05943810339
639	0.05938448039
640	0.05934848356
641	0.05932604747
642	0.05930342192
643	0.05925635351
644	0.05923588031
645	0.05913331097
646	0.05908951775
647	0.05903854981
648	0.05901953586
649	0.05900358691
650	0.05895884403
651	0.05891585004
652	0.0588944134
653	0.05885967573
654	0.05878481022
655	0.05875159748
656	0.05869951178
657	0.05866454925
658	0.05863671535
659	0.05861781621
660	0.05856523337
661	0.05848942202
662	0.05844155704
663	0.05840629196
664	0.05836535975
665	0.05834505892
666	0.05830765841
667	0.05824031861
668	0.05822038588
669	0.05819695645
670	0.05814441033
671	0.05810339167
672	0.05805653517
673	0.0580278626
674	0.05793213754
675	0.05789658094
676	0.05783224649
677	0.05779930842
678	0.05777421844
679	0.05773631259
680	0.05769705764
681	0.0576782666
682	0.05766138014
683	0.0576384899
684	0.05762011252
685	0.05756440918
686	0.05753104517
687	0.05751362211
688	0.05747746803
689	0.05744400294
690	0.05739828226
691	0.0573543179
692	0.05733113805
693	0.05729922715
694	0.05727528093
695	0.05723084067
696	0.05720772948
697	0.0571627905
698	0.05707286761
699	0.05701690545
700	0.05699419594
701	0.05694282081
702	0.05692890389
703	0.05687227682
704	0.0568542282
705	0.05683679883
706	0.05681623739
707	0.05679766481
708	0.05670745613
709	0.05668009365
710	0.0566457827
711	0.05662839148
712	0.05660505935
713	0.0565765407
714	0.05654191611
715	0.05647071354
716	0.05634679705
717	0.0563257119
718	0.05631389509
719	0.05625408778
720	0.05616936185
721	0.05615350423
722	0.05612049924
723	0.05610425139
724	0.05607699975
725	0.05605044472
726	0.05602065576
727	0.05597556192
728	0.05593140319
729	0.05590563506
730	0.05588802367
731	0.05585295911
732	0.05577356237
733	0.05575442719
734	0.0557258288
735	0.0556985525
736	0.05565457865
737	0.05562298687
738	0.05560031497
739	0.05553304184
740	0.05548684296
741	0.05546695251
742	0.05542438644
743	0.05535017559
744	0.05533474237
745	0.05530411399
746	0.05523145419
747	0.05521011057
748	0.0551711824
749	0.05514263854
750	0.05510401032
751	0.05504099742
752	0.05498293742
753	0.05492918804
754	0.05491485754
755	0.05488421665
756	0.05481667054
757	0.05477489288
758	0.05475584806
759	0.05470534547
760	0.05466090106
761	0.05458390768
762	0.05454109741
763	0.05451551701
764	0.05450261098
765	0.05447378354
766	0.05435308007
767	0.05432187416
768	0.05430689374
769	0.0542860504
770	0.05425931451
771	0.0542305678
772	0.0542000047
773	0.05417979717
774	0.0541695019
775	0.05409159528
776	0.05403011354
777	0.05400275362
778	0.05397350206
779	0.05386394028
780	0.05380979331
781	0.05376104601
782	0.05374700209
783	0.0537335129
784	0.05367055055
785	0.05363693809
786	0.05362312022
787	0.05360976594
788	0.05358940284
789	0.05353538906
790	0.05350668011
791	0.05347052767
792	0.05344444012
793	0.05340438131
794	0.05335619449
795	0.05327297162
796	0.05322971714
797	0.05318121135
798	0.05312084844
799	0.05309806747
800	0.0530469777
801	0.0530369077
802	0.05301356746
803	0.05296505974
804	0.05293988751
805	0.0528736571
806	0.0528564814
807	0.05281926447
808	0.05280352214
809	0.05274940445
810	0.05271651989
811	0.05268461835
812	0.05266251501
813	0.05253762628
814	0.05252535588
815	0.05247629289
816	0.05245524983
817	0.05242472065
818	0.05237264763
819	0.05234946761
820	0.05231219473
821	0.05228307987
822	0.05223512088
823	0.05218929144
824	0.05217671715
825	0.05213589241
826	0.05211714377
827	0.05207341954
828	0.05206191213
829	0.05203984266
830	0.05201444238
831	0.05196455201
832	0.05192681977
833	0.05190921756
834	0.05189258619
835	0.05186145689
836	0.05182525134
837	0.0517821984
838	0.05168530862
839	0.0516491841
840	0.0516221314
841	0.05159169704
842	0.05154429516
843	0.05148319871
844	0.05142783679
845	0.05141659879
846	0.05137084459
847	0.05135448704
848	0.05134363639
849	0.05132663039
850	0.05130664409
851	0.05127182659
852	0.05123172291
853	0.05122055591
854	0.05119966386
855	0.05113912583
856	0.05104380608
857	0.05099746724
858	0.05097752867
859	0.05094275204
860	0.05086550322
861	0.0508413368
862	0.05078338226
863	0.0507655667
864	0.05073225733
865	0.05070679829
866	0.05063308678
867	0.05060572112
868	0.05058760734
869	0.05056477948
870	0.05054590485
871	0.05053304527
872	0.05044558988
873	0.05039263622
874	0.05033033128
875	0.05028688358
876	0.05021380304
877	0.0501754124
878	0.05010677345
879	0.0500374546
880	0.04996801934
881	0.04995714956
882	0.04994675918
883	0.0498713168
884	0.04985177156
885	0.04978800533
886	0.04977298028
887	0.04971223565
888	0.04968939493
889	0.04966671077
890	0.04959801315
891	0.04949806543
892	0.0494610383
893	0.04942000184
894	0.04937396393
895	0.04935105134
896	0.04933215806
897	0.04930511528
898	0.04927984204
899	0.04926090236
900	0.04923712673
901	0.04922208932
902	0.04920420914
903	0.04917017148
904	0.04915904427
905	0.04910407118
906	0.04906161586
907	0.04904535587
908	0.04899113855
909	0.04896659631
910	0.04893372181
911	0.04891243738
912	0.04884679882
913	0.04883480279
914	0.0488014145
915	0.04877078024
916	0.04870785237
917	0.04865781572
918	0.04863621687
919	0.04861247773
920	0.04855355346
921	0.04853193523
922	0.04847544216
923	0.04838756632
924	0.04837775458
925	0.04831455998
926	0.04830168555
927	0.04824283959
928	0.04822717346
929	0.04821965214
930	0.04819953553
931	0.04816857093
932	0.04815438484
933	0.04814722034
934	0.04811853741
935	0.04810421298
936	0.04807142177
937	0.04803192329
938	0.04799878319
939	0.04798761878
940	0.0479663877
941	0.0479197334
942	0.04789126637
943	0.0478656885
944	0.04781566084
945	0.04780671467
946	0.04775733346
947	0.04774587321
948	0.04771689421
949	0.04769576573
950	0.04765714443
951	0.04760941593
952	0.04754373933
953	0.04749662907
954	0.04746975635
955	0.04745045563
956	0.04740875734
957	0.04737777685
958	0.0473699512
959	0.0473483362
960	0.04733517404
961	0.04730802069
962	0.04727039669
963	0.04720687102
964	0.0471980213
965	0.04718491394
966	0.04713160422
967	0.04711379121
968	0.04708876706
969	0.04702792356
970	0.04699081442
971	0.0469702321
972	0.04693707758
973	0.04690126057
974	0.04686026489
975	0.04680436362
976	0.04676195217
977	0.0467095212
978	0.04669475778
979	0.04666134207
980	0.04662938619
981	0.0466161836
982	0.04660775565
983	0.0465544315
984	0.04650378064
985	0.04648941043
986	0.04644240725
987	0.0464330096
988	0.04642577412
989	0.04638922681
990	0.0463780334
991	0.04635227561
992	0.04631254244
993	0.04629986536
994	0.04628812979
995	0.04627724688
996	0.04626944266
997	0.04624178198
998	0.04622972841
999	0.04619509957
